year,country_code,country,gold,silver,bronze,medals_total,iso_code,gdp,population,surface_area,log_gdp,log_population,gdp_per_capita,medals_per_million,host_flag
2020,GBR,United Kingdom,41,43,57,141,GBR,2724001478304.59,66744000.0,243610.0,28.63312304691192,18.016374963564047,40812.67946638784,2.11254944264653,0
2020,GEO,GEO,2,5,1,8,GEO,16010869215.68,3722716.0,69700.0,23.496533654528744,15.129964067377369,4300.857012912078,2.148968656217665,0
2020,GER,Germany,21,26,34,81,DEU,3941398957073.94,83160871.0,357590.0,29.002556841464838,18.23628749468471,47394.8734504469,0.9740157723937258,0
2020,GHA,GHA,0,0,1,1,GHA,70008243859.8666,31887809.0,238533.0,24.971878841488163,17.277734331702774,2195.454816599867,0.031359946994163196,0
2020,GRE,Greece,2,13,1,16,GRC,191362985554.861,10698599.0,131960.0,25.977437909357775,16.185623356280015,17886.733165236026,1.4955229184681096,0
2020,HKG,HKG,1,2,5,8,HKG,344943149590.058,7481000.0,1110.0,26.566645456602497,15.827877030854541,46109.22999466087,1.0693757519048255,0
2020,HUN,Hungary,9,7,35,51,HUN,158468487754.196,9670419.0,93030.0,25.7888215950664,16.08458219637701,16386.93088212579,5.273814919498318,0
2020,INA,INA,2,1,3,6,IDN,1059054842698.48,274814866.0,1916906.77,27.688397968457593,19.431608214374723,3853.7028877414514,0.021832880030587573,0
2020,IND,IND,1,2,21,24,IND,2674851578587.27,1402617695.0,3287260.0,28.614915010096915,21.061606109843773,1907.0425163766881,0.01711086355573177,0
2020,IRI,IRI,3,2,2,7,IRN,280934329279.723,87723443.0,1745150.0,26.361386775336328,18.289699730629707,3202.500035021688,0.07979622961219157,0
2020,IRL,IRL,3,0,5,8,IRL,436009027818.948,5039747.0,70280.0,26.80092878608784,15.43286644037487,86514.07061087551,1.5873812713217548,0
2020,ISR,ISR,2,0,12,14,ISR,410768352657.612,9215100.0,22070.0,26.741295273711916,16.036354000899127,44575.57190454927,1.5192455860489846,0
2020,ITA,ITA,22,17,37,76,ITA,1907481094079.23,59438851.0,302068.0,28.276804688695083,17.900458627769716,32091.48666213669,1.278624985533452,0
2020,JAM,JAM,9,1,11,21,JAM,15000214216.2439,2830739.0,10990.0,23.431330319029573,14.856048366272772,5299.045308042847,7.418557486225328,0
2020,JOR,JOR,0,1,1,2,JOR,43700383098.5916,10865228.0,89318.0,24.50062270556769,16.20107815626611,4022.0401356135003,0.18407344972420273,0
2020,JPN,JPN,68,41,22,131,JPN,5054068005376.28,126261000.0,377974.0,29.251214580557146,18.65386175103713,40028.73417267628,1.037533363429721,1
2020,KAZ,KAZ,0,0,8,8,KAZ,171082365861.423,19482117.0,2724900.0,25.86541094918672,16.785007525838584,8781.507977876481,0.41063299229750033,0
2020,KEN,KEN,4,4,2,10,KEN,100657505750.545,52217334.0,591969.0,25.334989559034163,17.77092506669569,1927.6645902784887,0.19150728759917157,0
2020,KGZ,KGZ,0,2,1,3,KGZ,8270468614.24051,6726596.0,199950.0,22.835957008734628,15.721579778715503,1229.5176660290747,0.445990810210692,0
2020,KOR,KOR,14,7,17,38,KOR,1744070276373.34,51836239.0,100410.0,28.1872427366891,17.76360005722208,33645.77195450735,0.7330778762710775,0
2020,LAT,LAT,4,0,1,5,LVA,33379927434.6149,1900449.0,64590.0,24.23122058125967,14.457600732007965,17564.23215493544,2.6309572106381176,0
2020,LTU,LTU,0,1,0,1,LTU,57412038533.2718,2810369.0,65290.0,24.77351984882636,14.84882634941462,20428.647815739427,0.3558251603259216,0
2020,MAR,MAR,1,0,0,1,MAR,121353645057.144,36584208.0,446550.0,25.521974806221625,17.41512722984946,3317.104611288674,0.02733419840604449,0
2020,MAS,MAS,0,1,2,3,MYS,337456163961.211,33889558.0,330241.0,26.54470145426389,17.338617501302846,9957.526266976129,0.08852284234571604,0
2020,MDA,MDA,0,0,1,1,MDA,11530746234.4492,2635130.0,33850.0,23.168282890247472,14.784443074604004,4375.778893052411,0.37948791900209855,0
2020,MEX,MEX,0,0,27,27,MEX,1121064767308.42,126799054.0,1960647.2,27.745300034717484,18.658114139371747,8841.270750398658,0.21293534256178284,0
2020,MGL,MGL,0,1,3,4,MNG,13312981429.0891,3327204.0,1564115.749,23.31200544344961,15.017642869622186,4001.2519307770426,1.2022106248970608,0
2020,MKD,MKD,0,1,0,1,MKD,12361036913.8409,1856124.0,25710.0,23.237815178162734,14.434001000441398,6659.596510707744,0.5387571089000519,0
2020,NAM,NAM,0,1,0,1,NAM,10583748541.5258,2728762.0,824290.0,23.082585505117592,14.819358584454578,3878.589829939658,0.3664665514984451,0
2020,NED,NED,33,22,17,72,NLD,932560861701.17,17441500.0,41540.0,27.56120025357443,16.674362981920844,53467.927741373736,4.128085313763151,0
2020,NGR,NGR,0,1,1,2,NGA,598586817819.073,213996181.0,923770.0,27.11783741043705,19.181468727032495,2797.1845806868537,0.009345961178624958,0
2020,NOR,NOR,5,2,16,23,NOR,367633418886.627,5379475.0,624499.0,26.630352134304022,15.498101343733252,68340.01810337012,4.275510156660269,0
2020,NZL,NZL,29,28,8,65,NZL,213029554653.687,5072400.0,267710.0,26.084696747273018,15.439324636342882,41997.78303242785,12.814446810188471,0
2020,PHI,PHI,1,2,1,4,PHL,361751145451.597,112081264.0,300000.0,26.614222368870674,18.53473473758825,3227.579102351995,0.03568839123727227,0
2020,POL,POL,14,14,8,36,POL,605914237903.742,37515748.0,312710.0,27.13000429138961,17.440271349454385,16150.930481347244,0.9595970204299271,0
2020,POR,POR,1,1,2,4,PRT,229618773422.577,10297081.0,92230.0,26.15968626382696,16.147371014976795,22299.404406217353,0.38845960326038026,0
2020,QAT,QAT,2,0,2,4,QAT,144411538461.538,2794148.0,11490.0,25.69593296645614,14.843037788047544,51683.56810789478,1.4315633960692131,0
2020,ROU,ROU,2,7,0,9,ROU,250625048303.578,19265250.0,238400.0,26.247223827739706,16.773813512859313,13009.177057322277,0.46716237785650333,0
2020,RSA,RSA,1,2,0,3,ZAF,337974655408.055,60562381.0,1219090.0,26.546236745618152,17.91918448270105,5580.603830751882,0.049535701048477605,0
2020,SLO,SLO,3,1,1,5,SVN,53384760135.1581,2102419.0,20480.0,24.7007911514535,14.558599144522308,25392.065109361214,2.378212906180928,0
2020,SRB,SRB,15,1,19,35,SRB,55874017668.998,6899126.0,84990.0,24.746365308857555,15.746905294877921,8098.7095566884855,5.073106361588409,0
2020,SUI,Switzerland,3,5,7,15,CHE,741999406005.627,8638167.0,41290.7,27.33261427958197,15.971700965494877,85897.78433383227,1.736479510062725,0
2020,SVK,SVK,1,2,4,7,SVK,107732602896.441,5458827.0,49030.0,25.402918094856847,15.512744489475873,19735.485828080098,1.2823267709344883,0
2020,SWE,SWE,6,28,0,34,SWE,544265668451.678,10353442.0,528860.0,27.022703325717277,16.152829582776178,52568.57269801463,3.283932048878045,0
2020,SYR,SYR,0,0,1,1,SYR,12047752036.091,21049429.0,185180.0,23.212143926458403,16.862383991834015,572.3552898318999,0.04750722691812685,0
2020,THA,THA,1,0,1,2,THA,500461898480.246,71641484.0,513120.0,26.938797305891292,18.087184849626773,6985.643938925748,0.027916786313360007,0
2020,TKM,TKM,0,1,0,1,TKM,41509903181.7231,6949912.0,491209.0,24.449197866600137,15.75423955559031,5972.723565668615,0.1438867139612703,0
2020,TUN,TUN,1,1,0,2,TUN,42491780918.361,11974057.0,163610.0,24.47257650401828,16.298252950770117,3548.653636638025,0.1670277667794633,0
2020,TUR,TUR,2,2,9,13,TUR,733628247119.077,83384680.0,785350.0,27.321268261944372,18.23897515740978,8798.117917093128,0.15590393822942059,0
2020,UGA,UGA,2,1,1,4,UGA,37600368241.6657,44457152.0,241550.0,24.350279680955623,17.6100364068687,845.7664638901228,0.08997427455541912,0
2020,UKR,UKR,1,7,21,29,UKR,156617722013.342,44680014.0,603550.0,25.777073781490603,17.615036845504527,3505.3194480499046,0.6490597787189591,0
2020,USA,United States,113,110,75,298,USA,21060473613000.0,331577720.0,9831510.0,30.678419111127948,19.619372789583306,63515.94918078332,0.898733485470616,0
2020,UZB,UZB,3,0,2,5,UZB,66443265418.3086,33586372.0,448924.0,24.91961426886288,17.32963094741934,1978.2805186076246,0.1488699047339796,0
2020,VEN,VEN,1,3,0,4,VEN,42838020721.1995,28444077.0,912050.0,24.480691879805956,17.16345050705543,1506.0436210041023,0.14062681661282242,0
2024,ALB,ALB,0,0,2,2,ALB,27046429296.6673,2377128.0,,24.020820829705567,14.681403594282491,11377.77574310988,0.8413514122924807,0
2024,ARG,ARG,1,2,16,19,ARG,638365455340.04,45696159.0,,27.18217677030848,17.637524804192147,13969.783660373732,0.41578986977877064,0
2024,ARM,ARM,0,3,1,4,ARM,25955275380.0321,3033500.0,,23.979640716072307,14.925227626364489,8556.2140695672,1.3186088676446348,0
2024,AUS,Australia,33,44,44,121,AUS,1757022451652.83,27196812.0,,28.19464170345416,17.118610318514726,64603.98563084637,4.449050866697171,0
2024,AUT,Austria,3,0,3,6,AUT,534790720466.822,9177982.0,,27.005141330615327,16.0323179127234,58268.878765160145,0.6537384797660313,0
2024,AZE,AZE,2,2,3,7,AZE,74315882352.9412,10202830.0,,25.03159052562408,16.138175690752487,7283.849907617905,0.6860841550824625,0
2024,BEL,BEL,3,1,5,9,BEL,671370081636.406,11858610.0,,27.23258635933832,16.288564743990783,56614.567949903576,0.758942236906349,0
2024,BRA,BRA,4,28,35,67,BRA,2185821648943.86,211998573.0,,28.413012914497088,19.172090101481558,10310.54887781655,0.3160398631551166,0
2024,BRN,BRN,2,1,1,4,BRN,15340808592.48,462721.0,,23.45378234287051,13.04487955964431,33153.47389135137,8.644517970872297,0
2024,BUL,BUL,3,1,3,7,BGR,113343355779.985,6441421.0,,25.45368759533132,15.678259725914339,17596.017366352084,1.0867167353290523,0
2024,CAN,CAN,14,29,14,57,CAN,2243636826633.76,41288599.0,,28.43911924852761,17.53609696655278,54340.34772247321,1.380526377269425,0
2024,CHI,CHI,1,1,0,2,CHL,330267137371.592,19764771.0,,26.523167671119353,16.799411668508693,16709.889397230658,0.10119014280509499,0
2024,CHN,CHN,71,57,40,168,CHN,18743803170827.2,1408975000.0,,30.561884316162732,21.066128326625346,13303.148154386841,0.11923561454248656,0
2024,CIV,CIV,0,0,1,1,CIV,87113179149.284,31934230.0,,25.190474019912934,17.279189033210702,2727.893522069704,0.03131436079717595,0
2024,COL,COL,0,3,1,4,COL,418818154879.271,52886363.0,,26.7607026647627,17.783656075315644,7919.208868253448,0.07563386425343713,0
2024,CPV,CPV,0,0,1,1,CPV,2725414150.72735,524877.0,,21.72588623543183,13.17091922841029,5192.481573258783,1.9052082678417992,0
2024,CRO,CRO,3,14,3,20,HRV,92983810328.9088,3866200.0,,25.255691232460702,15.167782670469729,24050.439793313537,5.173038125290983,0
2024,CYP,CYP,0,1,0,1,CYP,37634533331.8902,1358282.0,,24.351187905512536,14.121731223863835,27707.452010620917,0.7362241419675737,0
2024,CZE,CZE,4,0,5,9,CZE,347034062928.479,10905028.0,,26.572688776134513,16.2047345252441,31823.307829056375,0.8253073719755695,0
2024,DEN,Denmark,17,5,19,41,DNK,424524722037.047,5976992.0,,26.77423607901629,15.603427989341384,71026.4832271897,6.8596377575877625,0
2024,DOM,DOM,1,0,2,3,DOM,124282245638.568,11427557.0,,25.545820990495073,16.25153827714322,10875.661844309156,0.26252330222461373,0
2024,ECU,ECU,1,3,2,6,ECU,124676074700.0,18135478.0,,25.548984808353477,16.713380688223296,6874.705739765999,0.33084322343199335,0
2024,EGY,EGY,1,1,1,3,EGY,389059911003.566,116538258.0,,26.68699918156873,18.57373017191003,3338.473713958947,0.025742619217802278,0
2024,ESP,ESP,40,7,36,83,ESP,1725671652742.19,48848840.0,,28.176637454537932,17.7042411900094,35326.76830692786,1.6991191602502742,0
2024,ETH,ETH,1,3,0,4,ETH,149740297952.986,132059767.0,,25.7321682835492,18.698765158379604,1133.8827968171865,0.030289315897399697,0
2024,FRA,France,53,95,39,187,FRA,3160442622465.08,68551653.0,,28.78173320411877,18.043098077467423,46103.08408558842,2.7278700340019517,0
2024,GBR,United Kingdom,39,41,76,156,GBR,3686033044482.13,69226000.0,,28.935571939998212,18.05288707256521,53246.36761451088,2.2534885736572963,0
2024,GEO,GEO,3,3,1,7,GEO,34189423544.9955,3699557.0,,24.255182180116073,15.123723640716547,9241.491223137122,1.8921184347206976,0
2024,GER,Germany,21,49,38,108,DEU,4685592577804.69,83516593.0,,29.175513507676996,18.24055588864204,56103.73231825549,1.2931561995111558,0
2024,GRE,Greece,1,1,8,10,GRC,256238371778.118,10405134.0,,26.26937398794254,16.15780989615078,24626.14818589727,0.9610640285843508,0
2024,HKG,HKG,2,0,2,4,HKG,406863396487.342,7524100.0,,26.731743330884683,15.8336217601175,54074.692851948006,0.5316250448558631,0
2024,HUN,Hungary,9,12,9,30,HUN,222722738925.641,9562065.0,,26.12919351163557,16.07331426588614,23292.32638824783,3.1373976227938214,0
2024,INA,INA,2,0,1,3,IDN,1396300098190.97,283487931.0,,27.964847067216816,19.462680108797322,4925.430487518603,0.010582461092497091,0
2024,IND,IND,0,1,21,22,IND,3909891533858.08,1450935791.0,,28.994530748839782,21.095474558318678,2694.737808599609,0.01516262824065934,0
2024,IRI,IRI,3,6,3,12,IRN,475252089215.416,91567738.0,,26.88711121433983,18.33258956236535,5190.169590248216,0.13105052349332905,0
2024,IRL,IRL,4,0,3,7,IRL,609157459747.205,5395790.0,,27.135342625829942,15.501129577835643,112894.95324080532,1.2973077158303046,0
2024,ISR,ISR,1,9,1,11,ISR,540379921261.681,9974400.0,,27.015538287015904,16.115532368555154,54176.68443833023,1.1028232274623035,0
2024,ITA,ITA,31,26,25,82,ITA,2380825077243.59,58952704.0,,28.498468214646138,17.892246053276516,40385.341395766845,1.3909455281304823,0
2024,JAM,JAM,1,3,2,6,JAM,22014397089.7689,2839175.0,,23.814962489441115,14.85902407497839,7753.800695543213,2.113289952186815,0
2024,JOR,JOR,0,1,0,1,JOR,53352289577.4648,11552876.0,,24.700182729939463,16.26244496826465,4618.095924985674,0.0865585331306248,0
2024,JPN,JPN,27,31,24,82,JPN,4027597523550.58,123975371.0,,29.024191166117927,18.635593482873812,32487.077804756722,0.6614216947977514,0
2024,KAZ,KAZ,1,3,4,8,KAZ,291480274648.826,20592571.0,,26.39823817200421,16.840440937648825,14154.632495807638,0.38848961598821247,0
2024,KEN,KEN,4,2,5,11,KEN,120339557905.932,56432944.0,,25.513583233023475,17.84856365941559,2132.434520976471,0.19492160465702446,0
2024,KGZ,KGZ,0,2,4,6,KGZ,17478259659.2625,7221868.0,,23.584223640390103,15.792624203167044,2420.185422838316,0.830809978803268,0
2024,KOR,KOR,21,14,23,58,KOR,1875388209406.8,51751065.0,,28.25983679893702,17.761955569608137,36238.63990831493,1.1207498821521837,0
2024,LCA,LCA,1,1,0,2,LCA,2549062962.96296,179744.0,,21.65899166308003,12.09928889533216,14181.630335159782,11.126936086879118,0
2024,LTU,LTU,0,2,5,7,LTU,84869215513.3648,2888278.0,,25.164377267493794,14.876171034749932,29384.01895986633,2.423589419024069,0
2024,MAR,MAR,1,0,19,20,MAR,160610994054.734,38081173.0,,25.80225109224765,17.455230570984448,4217.59576719798,0.5251939061856105,0
2024,MAS,MAS,0,0,3,3,MYS,422227005428.688,35557673.0,,26.768808933907394,17.38666652777361,11874.427368424474,0.08436997550430254,0
2024,MDA,MDA,0,1,3,4,MDA,18200340853.6517,2402306.0,,23.62470615907641,14.691939667346627,7576.195894133261,1.6650668149686176,0
2024,MEX,MEX,0,4,4,8,MEX,1856365616165.94,130861007.0,,28.249641722361,18.689646302623085,14185.78122485287,0.06113356593687225,0
2024,MGL,MGL,0,1,0,1,MNG,23794540024.5132,3524788.0,,23.892721980570432,15.075330850575941,6750.630115772409,0.2837050058046044,0
2024,NED,NED,67,25,26,118,NLD,1214927698572.66,17993485.0,,27.825705683602823,16.705520305898293,67520.42189562833,6.557929161582651,0
2024,NOR,NOR,18,1,4,23,NOR,483592648313.301,5572279.0,,26.904508753572532,15.533314684415792,86785.43344891758,4.127575090909842,0
2024,NZL,NZL,26,18,7,51,NZL,260172385097.616,5287500.0,,26.28461026786776,15.48085610233667,49205.17921467915,9.645390070921986,0
2024,PAK,PAK,1,0,0,1,PAK,371570000121.266,251269164.0,,26.641003108983593,19.342035289055662,1478.7727797799573,0.003979795945036853,0
2024,PAN,PAN,0,1,0,1,PAN,86523959131.7472,4515577.0,,25.183687196713258,15.323043532902753,19161.218850159614,0.22145564121705819,0
2024,PER,PER,0,0,1,1,PER,289221969062.941,34217848.0,,26.39046028929376,17.34825793725037,8452.37167056622,0.029224514645105677,0
2024,PHI,PHI,2,0,2,4,PHL,461617509782.355,115843670.0,,26.858002484224933,18.56775216772966,3984.8315387656053,0.03452929279605869,0
2024,POL,POL,1,16,11,28,POL,917767106146.761,36559233.0,,27.545209498372486,17.414444325117902,25103.565661422956,0.765880400171415,0
2024,POR,POR,2,2,1,5,PRT,313271185085.102,10694681.0,,26.47033505839621,16.185257073031835,29292.242104753008,0.46752212618590494,0
2024,QAT,QAT,0,0,1,1,QAT,219162637362.637,2857822.0,,26.113079927504053,14.865570354216782,76688.69417431772,0.349916824770752,0
2024,ROU,ROU,12,7,2,21,ROU,382564217988.866,19051804.0,,26.670162366287993,16.762672353216125,20080.209621559512,1.1022578229337232,0
2024,RSA,RSA,1,6,14,21,ZAF,401144998373.585,64007187.0,,26.717588790848442,17.974505931894125,6267.186814093002,0.32808815672527525,0
2024,SGP,SGP,0,0,1,1,SGP,547386645891.847,6036860.0,,27.02842123773449,15.613394567183342,90674.06663262805,0.1656490294623364,0
2024,SLO,SLO,2,1,0,3,SVN,72972015197.3859,2127400.0,,25.013341851135614,14.570411134799702,34301.031868659345,1.4101720409890006,0
2024,SRB,SRB,16,1,12,29,SRB,90097765959.1114,6586476.0,,25.2241612061269,15.700529013828483,13679.206598355691,4.4029614622447575,0
2024,SUI,Switzerland,1,2,7,10,CHE,936564198048.516,9005582.0,,27.565483907520566,16.013355165264404,103998.1866856041,1.1104224024610514,0
2024,SVK,SVK,0,0,1,1,SVK,140934076532.375,5422069.0,,25.671558075669004,15.505988034891164,25992.674850204785,0.18443144120814398,0
2024,SWE,SWE,5,7,4,16,SWE,603715224265.798,10569709.0,,27.12636844069452,16.173502826720043,57117.48774406163,1.5137597449466207,0
2024,THA,THA,1,3,2,6,THA,526517658841.684,71668011.0,,26.989550708018164,18.08755505538743,7346.6202214218565,0.08371935981312499,0
2024,TJK,TJK,0,0,3,3,TJK,14204575548.5536,10590927.0,,23.37682997138048,16.175508249157353,1341.2022902767246,0.28326132358385625,0
2024,TUN,TUN,1,1,1,3,TUN,51332285656.5422,12277109.0,,24.66158574119552,16.32324702951405,4181.137893012288,0.24435720168323014,0
2024,TUR,TUR,0,4,7,11,TUR,1359123768774.12,85518661.0,,27.93786132036793,18.26424516740227,15892.715728724052,0.12862689699970864,0
2024,UGA,UGA,1,1,0,2,UGA,53911907086.1525,50015092.0,,24.710617201153475,17.72783535784789,1077.912784528168,0.03998793004319576,0
2024,UKR,UKR,6,6,4,16,UKR,190741262414.705,37860221.0,,25.97418369958584,17.44941154102371,5038.038801059956,0.42260714748601175,0
2024,USA,United States,131,96,94,321,USA,28750956130731.2,340110988.0,,30.98969213934,19.64478255760019,84534.04078415484,0.9438095543093715,0
2024,UZB,UZB,8,2,3,13,UZB,114965293466.611,36361859.0,,25.46789612381759,17.409030953579343,3161.7001063287494,0.3575174745603628,0
2024,ZAM,ZAM,0,0,1,1,ZMB,25303185342.2511,21314956.0,,23.95419612761056,16.87491954390533,1187.1094335006414,0.04691541469754852,0
